stereotype_type,text,text_with_marker,category,data_source,label,Sentiment,Regard
other,This is beyond belief. The Jewish cult of Multiculturalism has brought this to innocent victims such as this Scottish male. We simply cannot tolerate those who were the perpetrators of his grotesque torture living for another day.    #kalergiplan #kehilla #multiculturalism,This is beyond belief. The Jewish cult of Multiculturalism has brought this to innocent victims such as this Scottish male. We simply cannot tolerate those who were the perpetrators of his grotesque torture living for another day.    #kalergiplan #kehilla #multiculturalism,unrelated,gab_forum,unrelated,negative,negative
other,Important video by @FrameGames‍ about censorship.  ,Important video by @FrameGames‍ about censorship.  ,unrelated,gab_forum,unrelated,positive,negative
politics,Want to thank all libatards for being stupider than Pelosi.Now get out and vote Patriots!! If these tards take power it's going to suck big time,Want to thank all libatards for being stupider than Pelosi.Now get out and vote Patriots!! If these tards take power it's going to suck big time,stereotype,gab_forum,stereotype_politics,negative,negative
other,"Take away all means of non-violent communications, violence ensues.","Take away all means of non-violent communications, violence ensues.",unrelated,gab_forum,unrelated,negative,negative
other,Live your life like a mankind-annihilating AI could come online at any moment.,Live your life like a mankind-annihilating AI could come online at any moment.,unrelated,gab_forum,unrelated,neutral,negative
other,#WEDONOTCONSENT ,#WEDONOTCONSENT ,unrelated,gab_forum,unrelated,neutral,neutral
other,"All, @_Rev1972, aka ChapDan, aka Danny, went in for heart surgery (bypass, I think) yesterday. I haven't heard how he's doing yet, but please keep him in your prayers.","All, @_Rev1972, aka ChapDan, aka Danny, went in for heart surgery (bypass, I think) yesterday. I haven't heard how he's doing yet, but please keep him in your prayers.",unrelated,gab_forum,unrelated,neutral,neutral
other,"he seemed good humored about it, and not afraid of his health that much at least","he seemed good humored about it, and not afraid of his health that much at least",unrelated,gab_forum,unrelated,positive,positive
other,association w/ my account can ruin your life  repost at own risk,association w/ my account can ruin your life  repost at own risk,unrelated,gab_forum,unrelated,negative,negative
other,"""In fact, President Trump is said to have written in his 2011 book, ""Time to Get Tough: Make America Great Again!"" , that Saudi Arabia is the ""World's biggest funder of terrorism"". Of course this explains why his administration just signed a $110 billion weapons deal with them as well right? Makes p","""In fact, President Trump is said to have written in his 2011 book, ""Time to Get Tough: Make America Great Again!"" , that Saudi Arabia is the ""World's biggest funder of terrorism"". Of course this explains why his administration just signed a $110 billion weapons deal with them as well right? Makes p",unrelated,gab_forum,unrelated,neutral,other
other,"Detective Sergeant Alex Wilkinson from Greater Manchester Police said it was “hard to imagine what kind of individual would target a vulnerable member of the community and leave them with multiple injuries,” No it isn't. Not hard at all.","Detective Sergeant Alex Wilkinson from Greater Manchester Police said it was “hard to imagine what kind of individual would target a vulnerable member of the community and leave them with multiple injuries,” No it isn't. Not hard at all.",unrelated,gab_forum,unrelated,negative,negative
religion,"Remember Georgetown Massacre? He was a Christian. There are crazy Christians, &there are good Christians. There are crazy Hindus & Good Hindus. We've all heard alot of news about crazy Muslims,& we all know Good Muslims. Maybe he's complaining about the crazy Hindus. Let him complain. Just pray for ","Remember Georgetown Massacre? He was a Christian. There are crazy Christians, &there are good Christians. There are crazy Hindus & Good Hindus. We've all heard alot of news about crazy Muslims,& we all know Good Muslims. Maybe he's complaining about the crazy Hindus. Let him complain. Just pray for ",neutral,gab_forum,neutral_religion,neutral,positive
other,What are the bio-leninists going to do when we or the asians create a genetically modified subspecies?,What are the bio-leninists going to do when we or the asians create a genetically modified subspecies?,unrelated,gab_forum,unrelated,neutral,negative
other,#CANNABIS IS #MEDICINE!  Check DrugWarRant.com and learn the #TRUTH  Eat it!,#CANNABIS IS #MEDICINE!  Check DrugWarRant.com and learn the #TRUTH  Eat it!,unrelated,gab_forum,unrelated,neutral,negative
other,Will you be on @dickmasterson's podcast or have him on your show? He's being sued for 20 million dollars calling someone a cuck.,Will you be on @dickmasterson's podcast or have him on your show? He's being sued for 20 million dollars calling someone a cuck.,unrelated,gab_forum,unrelated,negative,negative
sexual_orientation,Its 2:28pm in Athens Greece and my 60 year old stalker has spent all day and night dreaming up lies about me over at Fagitter while shitting and pissing on himself in his wheelchair in his mother basement. He claims everyone talking to me here are my fake accounts lol. Meet homo with AIDS child rapi,Its 2:28pm in Athens Greece and my 60 year old stalker has spent all day and night dreaming up lies about me over at Fagitter while shitting and pissing on himself in his wheelchair in his mother basement. He claims everyone talking to me here are my fake accounts lol. Meet homo with AIDS child rapi,stereotype,gab_forum,stereotype_sexual_orientation,negative,negative
politics,Democrats Don't Fear Brett Kavanaugh. They Fear the Constitution. | The Daily Signal    #SCOTUS,Democrats Don't Fear Brett Kavanaugh. They Fear the Constitution. | The Daily Signal    #SCOTUS,neutral,gab_forum,neutral_politics,negative,negative
other,#Darkstream #VoxDay #JordanPeterson #Jordanetics ,#Darkstream #VoxDay #JordanPeterson #Jordanetics ,unrelated,gab_forum,unrelated,neutral,neutral
other,Gab needs to let us know who has muted us! I loved when i seen a twitter user had blocked me. Means im winning!!! Come on Gab! ,Gab needs to let us know who has muted us! I loved when i seen a twitter user had blocked me. Means im winning!!! Come on Gab! ,unrelated,gab_forum,unrelated,positive,negative
other,Food for thought. #LaborDay #LaborDayWeekend #Gab #GabFam,Food for thought. #LaborDay #LaborDayWeekend #Gab #GabFam,unrelated,gab_forum,unrelated,neutral,neutral
other,#WednesdayMusic #MadeInTexas ,#WednesdayMusic #MadeInTexas ,unrelated,gab_forum,unrelated,neutral,neutral
other,"THESE PEOPLE ARE TOO BLOODY THINK TO SEE THATS IT'S THEIR INDOLENT IN-ACTIVENESS THAT IF FOSTERING A RESURGENCE OF THE RIGHT WING.  THE RIGHT WING CAN AND WILL DO SOMETHING ABOUT THE DECLINE IN THE UK..THEY HAVE AS NO ONE ELSE APPEARS TO BE INTERESTED,","THESE PEOPLE ARE TOO BLOODY THINK TO SEE THATS IT'S THEIR INDOLENT IN-ACTIVENESS THAT IF FOSTERING A RESURGENCE OF THE RIGHT WING.  THE RIGHT WING CAN AND WILL DO SOMETHING ABOUT THE DECLINE IN THE UK..THEY HAVE AS NO ONE ELSE APPEARS TO BE INTERESTED,",unrelated,gab_forum,unrelated,negative,negative
nationality,This planet is diverse. We (white people) have created ways (cruise ships and jets) to see this diversity. We don't need diversity in white countries. Or black Nigger countries. Or sand Nigger countries. Or zipper head countries. Or spic countries. If I want to see Niggers I'd fly to Africa and see ,This planet is diverse. We (white people) have created ways (cruise ships and jets) to see this diversity. We don't need diversity in white countries. Or black Nigger countries. Or sand Nigger countries. Or zipper head countries. Or spic countries. If I want to see Niggers I'd fly to Africa and see ,stereotype,gab_forum,stereotype_nationality,neutral,negative
other,cry about it on social media?,cry about it on social media?,unrelated,gab_forum,unrelated,negative,negative
gender,Don't ever get married to a woman.  All women have necks and all necks can be decapitated.,Don't ever get married to a woman.  All women have necks and all necks can be decapitated.,neutral,gab_forum,neutral_gender,negative,negative
other,Another one bites the dust. No taxpayer prison expenses ever for this thug. ,Another one bites the dust. No taxpayer prison expenses ever for this thug. ,unrelated,gab_forum,unrelated,negative,negative
other,Hard to believe Trump doesn't trust the people who wiretapped his campaign and are involved in this attempted coup against him.,Hard to believe Trump doesn't trust the people who wiretapped his campaign and are involved in this attempted coup against him.,unrelated,gab_forum,unrelated,negative,negative
politics,It's shit like this immigration coverage that made me stop using Facebook. There's a good 30% of people out there that do no thinking whatsoever. They're like amoebas or something. All they do is react to whatever propaganda is fed to them by the media.,It's shit like this immigration coverage that made me stop using Facebook. There's a good 30% of people out there that do no thinking whatsoever. They're like amoebas or something. All they do is react to whatever propaganda is fed to them by the media.,stereotype,gab_forum,stereotype_politics,negative,negative
